Path,Black,White,Ratio
./Bhargav/1xShapes/ellipse_angle_0.png,23925,23356,1.024362048295941
./Bhargav/1xShapes/parallelogram_angle_0.png,15234,14313,1.0643470970446447
./Bhargav/1xShapes/square.png,15120,17318,1.1453703703703704
./Bhargav/1xShapes2/trapezium_angle_90.png,19553,10134,1.9294454312216303
./Bhargav/1xShapes2/parallelogram_angle_90.png,15025,14459,1.0391451690988311
./Bhargav/1xShapes2/ellipse_angle_90.png,41633,5420,7.681365313653137
./Bhargav/1xShapes2/circle.png,3528,27662,7.840702947845805
./Bhargav/1xShapes2/rectangle_angle_0.png,26730,21914,1.2197681847220954
./Bhargav/1xShapes2/rectangle_angle_90.png,25740,22894,1.1243120468244956
./Bhargav/1xShapes2/trapezium_angle_0.png,8874,21346,2.4054541356772594
./Bhargav/1xShapes2/ellipse_angle_0.png,24435,22241,1.0986466435861697
./Bhargav/1xShapes2/parallelogram_angle_0.png,13502,16658,1.233743149163087
./Bhargav/1xShapes2/square.png,16200,16236,1.0022222222222221
./Khushi/3xShapes/circle_3x.png,143182,138891,1.030894730400098
./Khushi/3xShapes/square_3x.png,156870,133832,1.1721411919421365
./Khushi/3xShapes/ellipse_angle_90_3x.png,212705,211061,1.0077892173352727
./Khushi/3xShapes/rectangle_angle_0_3x.png,221671,214834,1.0318245715296461
./Khushi/3xShapes/ellipse_angle_0_3x.png,212282,211538,1.0035170985827606
./Khushi/3xShapes/trapezium_angle_0_3x.png,219906,49343,4.456680785521756
./Khushi/3xShapes/parallelogram_angle_0_3x.png,134659,133949,1.0053005248266131
./Khushi/3xShapes/parallelogram_angle_90_3x.png,132854,135193,1.0176057928252067
./Khushi/3xShapes/trapezium_angle_90_3x.png,181487,88147,2.058912952227529
./Khushi/3xShapes/rectangle_angle_90_3x.png,224223,211825,1.0585294464770447
./Khushi/3xShapes2/circle_3x.png,142348,140162,1.0155962386381472
./Khushi/3xShapes2/square_3x.png,154456,136289,1.1332976249000286
./Khushi/3xShapes2/ellipse_angle_90_3x.png,220053,203604,1.0807891789945188
./Khushi/3xShapes2/rectangle_angle_0_3x.png,237755,198378,1.1984947927693594
./Khushi/3xShapes2/ellipse_angle_0_3x.png,211856,212025,1.0007977116531983
./Khushi/3xShapes2/trapezium_angle_0_3x.png,169245,100773,1.6794677145664016
./Khushi/3xShapes2/parallelogram_angle_0_3x.png,150280,119523,1.2573312249525197
./Khushi/3xShapes2/parallelogram_angle_90_3x.png,127462,141321,1.1087304451522806
./Khushi/3xShapes2/trapezium_angle_90_3x.png,226200,43171,5.239628454286442
./Khushi/3xShapes2/rectangle_angle_90_3x.png,245441,191075,1.284527018186576
